EmpId,Date,Present,IsManual,InTime,OutTime,InDiff,OutDiff,IsLate,EarlyDeparture,MachineNo,IPAddress
E0088,3/4/2025,TRUE,FALSE,10:24:52,20:08:33,-5.13,8.55,FALSE,FALSE,M02,192.168.1.15
E0089,3/4/2025,FALSE,,,,,,,,,
E0090,3/4/2025,TRUE,FALSE,10:29:09,19:46:27,-0.85,-13.55,FALSE,TRUE,M01,192.168.1.10
E0091,3/4/2025,TRUE,FALSE,10:21:41,20:12:24,-8.32,12.4,FALSE,FALSE,M01,192.168.1.10
E0092,3/4/2025,TRUE,FALSE,10:30:41,20:01:55,0.68,1.92,TRUE,FALSE,M03,192.168.1.20
E0093,3/4/2025,TRUE,FALSE,10:20:37,20:02:19,-9.38,2.32,FALSE,FALSE,M01,192.168.1.10
E0094,3/4/2025,TRUE,FALSE,10:14:39,20:02:15,-15.35,2.25,FALSE,FALSE,M02,192.168.1.15
E0095,3/4/2025,TRUE,FALSE,10:30:10,19:50:58,0.17,-9.03,TRUE,TRUE,M03,192.168.1.20
E0096,3/4/2025,TRUE,FALSE,10:27:23,20:16:51,-2.62,16.85,FALSE,FALSE,M03,192.168.1.20
E0097,3/4/2025,TRUE,FALSE,10:34:20,20:15:53,4.33,15.88,TRUE,FALSE,M03,192.168.1.20
E0098,3/4/2025,TRUE,FALSE,10:46:36,20:18:38,16.6,18.63,TRUE,FALSE,M01,192.168.1.10
E0099,3/4/2025,TRUE,FALSE,10:39:18,20:13:06,9.3,13.1,TRUE,FALSE,M03,192.168.1.20
E0100,3/4/2025,TRUE,FALSE,10:32:15,19:40:43,2.25,-19.28,TRUE,TRUE,M02,192.168.1.15
E0001,3/5/2025,TRUE,FALSE,10:14:45,20:07:39,-15.25,7.65,FALSE,FALSE,M01,192.168.1.10
E0002,3/5/2025,TRUE,FALSE,10:41:21,20:30:02,11.35,30.03,TRUE,FALSE,M02,192.168.1.15
E0003,3/5/2025,TRUE,FALSE,10:36:11,19:45:37,6.18,-14.38,TRUE,TRUE,M02,192.168.1.15
E0004,3/5/2025,TRUE,FALSE,10:31:25,19:43:24,1.42,-16.6,TRUE,TRUE,M03,192.168.1.20
E0005,3/5/2025,TRUE,FALSE,10:30:16,19:39:44,0.27,-20.27,TRUE,TRUE,M03,192.168.1.20
E0006,3/5/2025,TRUE,FALSE,10:30:52,20:15:09,0.87,15.15,TRUE,FALSE,M01,192.168.1.10
E0007,3/5/2025,TRUE,FALSE,10:19:58,20:04:42,-10.03,4.7,FALSE,FALSE,M01,192.168.1.10
E0008,3/5/2025,TRUE,FALSE,10:38:45,19:53:00,8.75,-7,TRUE,TRUE,M01,192.168.1.10
E0009,3/5/2025,TRUE,FALSE,10:32:45,19:50:12,2.75,-9.8,TRUE,TRUE,M02,192.168.1.15
E0010,3/5/2025,TRUE,FALSE,10:31:00,19:33:05,1,-26.92,TRUE,TRUE,M03,192.168.1.20
E0011,3/5/2025,TRUE,FALSE,10:44:38,20:07:12,14.63,7.2,TRUE,FALSE,M02,192.168.1.15
E0012,3/5/2025,TRUE,FALSE,10:29:53,20:00:17,-0.12,0.28,FALSE,FALSE,M01,192.168.1.10
E0013,3/5/2025,TRUE,FALSE,10:26:59,20:14:22,-3.02,14.37,FALSE,FALSE,M01,192.168.1.10
E0014,3/5/2025,TRUE,FALSE,10:38:00,20:02:13,8,2.22,TRUE,FALSE,M02,192.168.1.15
E0015,3/5/2025,TRUE,FALSE,10:41:20,20:14:51,11.33,14.85,TRUE,FALSE,M02,192.168.1.15
E0016,3/5/2025,TRUE,FALSE,10:16:34,20:16:35,-13.43,16.58,FALSE,FALSE,M02,192.168.1.15
E0017,3/5/2025,TRUE,FALSE,10:22:45,,-7.25,,FALSE,,M01,192.168.1.10
E0018,3/5/2025,TRUE,FALSE,10:21:13,20:06:04,-8.78,6.07,FALSE,FALSE,M03,192.168.1.20
E0019,3/5/2025,TRUE,FALSE,10:17:29,20:00:14,-12.52,0.23,FALSE,FALSE,M02,192.168.1.15
E0020,3/5/2025,TRUE,FALSE,10:30:40,20:00:05,0.67,0.08,TRUE,FALSE,M03,192.168.1.20
E0021,3/5/2025,TRUE,FALSE,10:15:48,20:03:08,-14.2,3.13,FALSE,FALSE,M01,192.168.1.10
E0022,3/5/2025,TRUE,FALSE,10:46:16,20:24:32,16.27,24.53,TRUE,FALSE,M03,192.168.1.20
E0023,3/5/2025,TRUE,FALSE,10:39:35,20:23:02,9.58,23.03,TRUE,FALSE,M01,192.168.1.10
E0024,3/5/2025,TRUE,FALSE,10:36:34,19:49:03,6.57,-10.95,TRUE,TRUE,M03,192.168.1.20
E0025,3/5/2025,TRUE,FALSE,10:32:18,20:04:59,2.3,4.98,TRUE,FALSE,M02,192.168.1.15
E0026,3/5/2025,TRUE,FALSE,10:11:13,,-18.78,,FALSE,,M02,192.168.1.15
E0027,3/5/2025,TRUE,FALSE,10:30:55,19:47:28,0.92,-12.53,TRUE,TRUE,M03,192.168.1.20
E0028,3/5/2025,TRUE,FALSE,10:17:28,20:03:08,-12.53,3.13,FALSE,FALSE,M03,192.168.1.20
E0029,3/5/2025,TRUE,FALSE,10:29:11,19:56:10,-0.82,-3.83,FALSE,TRUE,M01,192.168.1.10
E0030,3/5/2025,TRUE,FALSE,10:34:11,19:46:34,4.18,-13.43,TRUE,TRUE,M01,192.168.1.10
E0031,3/5/2025,TRUE,FALSE,10:19:37,20:05:11,-10.38,5.18,FALSE,FALSE,M02,192.168.1.15
E0032,3/5/2025,TRUE,FALSE,10:36:54,20:02:48,6.9,2.8,TRUE,FALSE,M03,192.168.1.20
E0033,3/5/2025,TRUE,FALSE,10:45:14,20:15:44,15.23,15.73,TRUE,FALSE,M01,192.168.1.10
E0034,3/5/2025,TRUE,FALSE,10:29:22,20:00:16,-0.63,0.27,FALSE,FALSE,M03,192.168.1.20
E0035,3/5/2025,TRUE,FALSE,10:19:55,20:05:14,-10.08,5.23,FALSE,FALSE,M02,192.168.1.15
E0036,3/5/2025,TRUE,FALSE,10:49:44,20:10:17,19.73,10.28,TRUE,FALSE,M01,192.168.1.10
E0037,3/5/2025,TRUE,FALSE,10:45:19,20:15:05,15.32,15.08,TRUE,FALSE,M03,192.168.1.20
E0038,3/5/2025,FALSE,,,,,,,,,
E0039,3/5/2025,TRUE,FALSE,10:32:22,20:17:43,2.37,17.72,TRUE,FALSE,M01,192.168.1.10
E0040,3/5/2025,TRUE,FALSE,10:44:21,20:17:25,14.35,17.42,TRUE,FALSE,M01,192.168.1.10
E0041,3/5/2025,TRUE,FALSE,10:37:27,20:18:47,7.45,18.78,TRUE,FALSE,M02,192.168.1.15
E0042,3/5/2025,TRUE,FALSE,10:38:15,20:15:20,8.25,15.33,TRUE,FALSE,M01,192.168.1.10
E0043,3/5/2025,FALSE,,,,,,,,,
E0044,3/5/2025,TRUE,FALSE,10:31:13,19:58:59,1.22,-1.02,TRUE,TRUE,M01,192.168.1.10
E0045,3/5/2025,TRUE,FALSE,10:29:44,20:13:27,-0.27,13.45,FALSE,FALSE,M03,192.168.1.20
E0046,3/5/2025,TRUE,FALSE,10:33:59,20:02:58,3.98,2.97,TRUE,FALSE,M01,192.168.1.10
E0047,3/5/2025,TRUE,FALSE,10:30:46,19:53:31,0.77,-6.48,TRUE,TRUE,M01,192.168.1.10
E0048,3/5/2025,TRUE,FALSE,10:17:28,20:11:16,-12.53,11.27,FALSE,FALSE,M02,192.168.1.15
E0049,3/5/2025,TRUE,FALSE,10:29:16,20:01:40,-0.73,1.67,FALSE,FALSE,M01,192.168.1.10
E0050,3/5/2025,TRUE,FALSE,10:17:33,19:59:10,-12.45,-0.83,FALSE,TRUE,M01,192.168.1.10
E0051,3/5/2025,TRUE,FALSE,10:22:13,19:55:15,-7.78,-4.75,FALSE,TRUE,M02,192.168.1.15
E0052,3/5/2025,TRUE,FALSE,10:32:11,20:03:58,2.18,3.97,TRUE,FALSE,M01,192.168.1.10
E0053,3/5/2025,TRUE,FALSE,10:21:36,20:09:08,-8.4,9.13,FALSE,FALSE,M01,192.168.1.10
E0054,3/5/2025,TRUE,FALSE,10:32:53,20:00:47,2.88,0.78,TRUE,FALSE,M01,192.168.1.10
E0055,3/5/2025,TRUE,FALSE,10:46:22,20:15:56,16.37,15.93,TRUE,FALSE,M03,192.168.1.20
E0056,3/5/2025,TRUE,FALSE,10:22:17,20:02:25,-7.72,2.42,FALSE,FALSE,M02,192.168.1.15
E0057,3/5/2025,TRUE,FALSE,10:33:57,20:06:26,3.95,6.43,TRUE,FALSE,M01,192.168.1.10
E0058,3/5/2025,TRUE,FALSE,10:27:31,19:30:17,-2.48,-29.72,FALSE,TRUE,M03,192.168.1.20
E0059,3/5/2025,TRUE,FALSE,10:28:54,19:58:43,-1.1,-1.28,FALSE,TRUE,M02,192.168.1.15
E0060,3/5/2025,TRUE,FALSE,10:25:15,19:43:11,-4.75,-16.82,FALSE,TRUE,M01,192.168.1.10
E0061,3/5/2025,TRUE,FALSE,10:30:40,19:36:56,0.67,-23.07,TRUE,TRUE,M03,192.168.1.20
E0062,3/5/2025,TRUE,FALSE,10:20:24,20:10:35,-9.6,10.58,FALSE,FALSE,M03,192.168.1.20
E0063,3/5/2025,TRUE,FALSE,10:26:47,19:39:00,-3.22,-21,FALSE,TRUE,M01,192.168.1.10
E0064,3/5/2025,TRUE,FALSE,10:39:37,20:17:20,9.62,17.33,TRUE,FALSE,M01,192.168.1.10
E0065,3/5/2025,TRUE,FALSE,10:27:34,19:50:02,-2.43,-9.97,FALSE,TRUE,M02,192.168.1.15
E0066,3/5/2025,TRUE,FALSE,10:21:59,20:05:38,-8.02,5.63,FALSE,FALSE,M01,192.168.1.10
E0067,3/5/2025,TRUE,FALSE,,19:58:12,,-1.8,,TRUE,M03,192.168.1.20
E0068,3/5/2025,TRUE,FALSE,10:40:54,19:55:18,10.9,-4.7,TRUE,TRUE,M03,192.168.1.20
E0069,3/5/2025,TRUE,FALSE,10:32:36,19:47:18,2.6,-12.7,TRUE,TRUE,M01,192.168.1.10
E0070,3/5/2025,TRUE,FALSE,10:36:09,19:32:31,6.15,-27.48,TRUE,TRUE,M03,192.168.1.20
E0071,3/5/2025,TRUE,FALSE,10:39:34,20:17:40,9.57,17.67,TRUE,FALSE,M03,192.168.1.20
E0072,3/5/2025,TRUE,FALSE,10:14:59,19:58:25,-15.02,-1.58,FALSE,TRUE,M02,192.168.1.15
E0073,3/5/2025,TRUE,FALSE,10:29:58,20:00:23,-0.03,0.38,FALSE,FALSE,M02,192.168.1.15
E0074,3/5/2025,TRUE,FALSE,10:30:52,20:10:02,0.87,10.03,TRUE,FALSE,M02,192.168.1.15
E0075,3/5/2025,TRUE,FALSE,10:38:57,19:43:04,8.95,-16.93,TRUE,TRUE,M01,192.168.1.10
E0076,3/5/2025,TRUE,FALSE,10:47:21,20:06:20,17.35,6.33,TRUE,FALSE,M01,192.168.1.10
E0077,3/5/2025,TRUE,FALSE,10:29:00,20:03:44,-1,3.73,FALSE,FALSE,M01,192.168.1.10
E0078,3/5/2025,TRUE,FALSE,10:17:15,19:57:47,-12.75,-2.22,FALSE,TRUE,M02,192.168.1.15
E0079,3/5/2025,TRUE,FALSE,10:30:42,19:41:51,0.7,-18.15,TRUE,TRUE,M02,192.168.1.15
E0080,3/5/2025,TRUE,FALSE,10:21:37,20:05:53,-8.38,5.88,FALSE,FALSE,M01,192.168.1.10
E0081,3/5/2025,TRUE,FALSE,10:22:40,19:24:53,-7.33,-35.12,FALSE,TRUE,M02,192.168.1.15
E0082,3/5/2025,FALSE,,,,,,,,,
E0083,3/5/2025,TRUE,FALSE,10:32:04,19:56:27,2.07,-3.55,TRUE,TRUE,M03,192.168.1.20
E0084,3/5/2025,TRUE,FALSE,10:31:40,20:13:31,1.67,13.52,TRUE,FALSE,M02,192.168.1.15
E0085,3/5/2025,TRUE,FALSE,10:38:51,20:10:57,8.85,10.95,TRUE,FALSE,M02,192.168.1.15
E0086,3/5/2025,TRUE,FALSE,10:28:23,19:32:48,-1.62,-27.2,FALSE,TRUE,M03,192.168.1.20
E0087,3/5/2025,TRUE,FALSE,10:25:27,,-4.55,,FALSE,,M01,192.168.1.10
E0088,3/5/2025,TRUE,FALSE,10:35:23,19:34:13,5.38,-25.78,TRUE,TRUE,M02,192.168.1.15
E0089,3/5/2025,TRUE,FALSE,10:32:37,19:29:43,2.62,-30.28,TRUE,TRUE,M01,192.168.1.10
E0090,3/5/2025,TRUE,FALSE,10:40:49,19:47:24,10.82,-12.6,TRUE,TRUE,M01,192.168.1.10
E0091,3/5/2025,TRUE,FALSE,10:45:41,20:24:29,15.68,24.48,TRUE,FALSE,M01,192.168.1.10
E0092,3/5/2025,TRUE,FALSE,10:31:25,19:34:25,1.42,-25.58,TRUE,TRUE,M03,192.168.1.20
E0093,3/5/2025,TRUE,FALSE,10:43:38,20:20:43,13.63,20.72,TRUE,FALSE,M01,192.168.1.10
E0094,3/5/2025,TRUE,FALSE,10:40:43,19:50:46,10.72,-9.23,TRUE,TRUE,M02,192.168.1.15
E0095,3/5/2025,TRUE,FALSE,10:29:31,19:40:26,-0.48,-19.57,FALSE,TRUE,M03,192.168.1.20
E0096,3/5/2025,TRUE,FALSE,10:41:37,20:16:04,11.62,16.07,TRUE,FALSE,M03,192.168.1.20
E0097,3/5/2025,TRUE,FALSE,10:25:39,20:11:14,-4.35,11.23,FALSE,FALSE,M03,192.168.1.20
E0098,3/5/2025,TRUE,FALSE,10:31:03,20:15:28,1.05,15.47,TRUE,FALSE,M01,192.168.1.10
E0099,3/5/2025,TRUE,FALSE,10:42:12,19:52:31,12.2,-7.48,TRUE,TRUE,M01,192.168.1.10
E0100,3/5/2025,TRUE,FALSE,10:21:33,19:59:56,-8.45,-0.07,FALSE,TRUE,M02,192.168.1.15
E0001,3/6/2025,FALSE,,,,,,,,,
E0002,3/6/2025,TRUE,FALSE,10:28:56,19:45:25,-1.07,-14.58,FALSE,TRUE,M02,192.168.1.15
E0003,3/6/2025,FALSE,,,,,,,,,
E0004,3/6/2025,TRUE,FALSE,10:29:31,20:14:18,-0.48,14.3,FALSE,FALSE,M03,192.168.1.20
E0005,3/6/2025,TRUE,FALSE,10:25:32,20:18:57,-4.47,18.95,FALSE,FALSE,M03,192.168.1.20
E0006,3/6/2025,FALSE,,,,,,,,,
E0007,3/6/2025,TRUE,FALSE,10:39:22,20:01:16,9.37,1.27,TRUE,FALSE,M01,192.168.1.10
E0008,3/6/2025,TRUE,FALSE,10:29:58,20:04:34,-0.03,4.57,FALSE,FALSE,M01,192.168.1.10
E0009,3/6/2025,TRUE,FALSE,10:21:41,19:54:02,-8.32,-5.97,FALSE,TRUE,M02,192.168.1.15
E0010,3/6/2025,FALSE,,,,,,,,,
E0011,3/6/2025,TRUE,FALSE,10:24:40,19:58:24,-5.33,-1.6,FALSE,TRUE,M02,192.168.1.15
E0012,3/6/2025,TRUE,FALSE,10:33:58,19:37:11,3.97,-22.82,TRUE,TRUE,M01,192.168.1.10
E0013,3/6/2025,TRUE,FALSE,10:23:23,19:55:20,-6.62,-4.67,FALSE,TRUE,M01,192.168.1.10
E0014,3/6/2025,TRUE,FALSE,10:40:52,20:10:33,10.87,10.55,TRUE,FALSE,M02,192.168.1.15
E0015,3/6/2025,TRUE,FALSE,10:40:05,20:10:49,10.08,10.82,TRUE,FALSE,M02,192.168.1.15
E0016,3/6/2025,TRUE,FALSE,10:32:27,19:45:30,2.45,-14.5,TRUE,TRUE,M02,192.168.1.15
E0017,3/6/2025,TRUE,FALSE,10:28:30,19:40:12,-1.5,-19.8,FALSE,TRUE,M01,192.168.1.10
E0018,3/6/2025,TRUE,FALSE,10:38:23,20:31:58,8.38,31.97,TRUE,FALSE,M03,192.168.1.20
E0019,3/6/2025,TRUE,FALSE,10:33:53,,3.88,,TRUE,,M02,192.168.1.15
E0020,3/6/2025,TRUE,FALSE,10:37:56,20:19:43,7.93,19.72,TRUE,FALSE,M03,192.168.1.20
E0021,3/6/2025,TRUE,FALSE,10:39:46,19:59:34,9.77,-0.43,TRUE,TRUE,M01,192.168.1.10
E0022,3/6/2025,TRUE,FALSE,10:24:44,19:43:23,-5.27,-16.62,FALSE,TRUE,M03,192.168.1.20
E0023,3/6/2025,TRUE,FALSE,10:20:19,20:01:56,-9.68,1.93,FALSE,FALSE,M01,192.168.1.10
E0024,3/6/2025,TRUE,FALSE,10:40:19,20:15:20,10.32,15.33,TRUE,FALSE,M03,192.168.1.20
E0025,3/6/2025,TRUE,FALSE,,19:54:56,,-5.07,,TRUE,M02,192.168.1.15
E0026,3/6/2025,TRUE,FALSE,10:30:11,20:04:13,0.18,4.22,TRUE,FALSE,M02,192.168.1.15
E0027,3/6/2025,TRUE,FALSE,10:46:30,20:17:50,16.5,17.83,TRUE,FALSE,M03,192.168.1.20
E0028,3/6/2025,TRUE,FALSE,10:32:25,19:33:00,2.42,-27,TRUE,TRUE,M03,192.168.1.20
E0029,3/6/2025,TRUE,FALSE,10:35:33,19:45:13,5.55,-14.78,TRUE,TRUE,M01,192.168.1.10
E0030,3/6/2025,TRUE,FALSE,10:43:39,20:20:17,13.65,20.28,TRUE,FALSE,M01,192.168.1.10
E0031,3/6/2025,TRUE,FALSE,10:23:06,20:11:22,-6.9,11.37,FALSE,FALSE,M02,192.168.1.15
E0032,3/6/2025,TRUE,FALSE,10:28:37,19:36:38,-1.38,-23.37,FALSE,TRUE,M03,192.168.1.20
E0033,3/6/2025,TRUE,FALSE,10:27:40,19:35:09,-2.33,-24.85,FALSE,TRUE,M01,192.168.1.10
E0034,3/6/2025,TRUE,FALSE,10:33:11,19:40:45,3.18,-19.25,TRUE,TRUE,M03,192.168.1.20
E0035,3/6/2025,TRUE,FALSE,10:27:57,19:37:15,-2.05,-22.75,FALSE,TRUE,M02,192.168.1.15
E0036,3/6/2025,TRUE,FALSE,10:21:12,20:15:16,-8.8,15.27,FALSE,FALSE,M01,192.168.1.10
E0037,3/6/2025,TRUE,FALSE,10:21:22,20:06:42,-8.63,6.7,FALSE,FALSE,M03,192.168.1.20
E0038,3/6/2025,TRUE,FALSE,10:25:02,19:36:32,-4.97,-23.47,FALSE,TRUE,M03,192.168.1.20
E0039,3/6/2025,FALSE,,,,,,,,,
E0040,3/6/2025,TRUE,FALSE,10:32:38,19:48:04,2.63,-11.93,TRUE,TRUE,M01,192.168.1.10
E0041,3/6/2025,TRUE,FALSE,10:34:26,20:19:07,4.43,19.12,TRUE,FALSE,M02,192.168.1.15
E0042,3/6/2025,TRUE,FALSE,10:17:11,20:10:41,-12.82,10.68,FALSE,FALSE,M01,192.168.1.10
E0043,3/6/2025,TRUE,FALSE,10:44:54,20:15:33,14.9,15.55,TRUE,FALSE,M03,192.168.1.20
E0044,3/6/2025,TRUE,FALSE,10:40:00,20:11:43,10,11.72,TRUE,FALSE,M01,192.168.1.10
E0045,3/6/2025,TRUE,FALSE,10:34:12,19:45:26,4.2,-14.57,TRUE,TRUE,M03,192.168.1.20
E0046,3/6/2025,TRUE,FALSE,10:35:31,20:20:14,5.52,20.23,TRUE,FALSE,M01,192.168.1.10
E0047,3/6/2025,TRUE,FALSE,10:29:25,20:12:35,-0.58,12.58,FALSE,FALSE,M01,192.168.1.10
E0048,3/6/2025,TRUE,FALSE,10:31:19,19:38:13,1.32,-21.78,TRUE,TRUE,M02,192.168.1.15
E0049,3/6/2025,TRUE,FALSE,10:32:16,19:40:35,2.27,-19.42,TRUE,TRUE,M01,192.168.1.10
E0050,3/6/2025,TRUE,FALSE,10:36:21,20:05:39,6.35,5.65,TRUE,FALSE,M02,192.168.1.15
E0051,3/6/2025,TRUE,FALSE,10:29:00,19:47:34,-1,-12.43,FALSE,TRUE,M02,192.168.1.15
E0052,3/6/2025,TRUE,FALSE,10:44:03,20:10:02,14.05,10.03,TRUE,FALSE,M01,192.168.1.10
E0053,3/6/2025,TRUE,FALSE,10:39:20,20:10:17,9.33,10.28,TRUE,FALSE,M01,192.168.1.10
E0054,3/6/2025,TRUE,FALSE,10:23:37,20:13:32,-6.38,13.53,FALSE,FALSE,M01,192.168.1.10
E0055,3/6/2025,TRUE,FALSE,10:31:36,19:46:48,1.6,-13.2,TRUE,TRUE,M03,192.168.1.20
E0056,3/6/2025,TRUE,FALSE,10:39:51,20:27:36,9.85,27.6,TRUE,FALSE,M02,192.168.1.15
E0057,3/6/2025,TRUE,FALSE,10:27:50,19:42:39,-2.17,-17.35,FALSE,TRUE,M01,192.168.1.10
E0058,3/6/2025,TRUE,FALSE,10:39:01,20:17:18,9.02,17.3,TRUE,FALSE,M03,192.168.1.20
E0059,3/6/2025,TRUE,FALSE,10:43:19,20:00:13,13.32,0.22,TRUE,FALSE,M02,192.168.1.15
E0060,3/6/2025,TRUE,FALSE,10:36:17,19:50:43,6.28,-9.28,TRUE,TRUE,M01,192.168.1.10
E0061,3/6/2025,TRUE,FALSE,10:27:33,19:37:33,-2.45,-22.45,FALSE,TRUE,M03,192.168.1.20
E0062,3/6/2025,TRUE,FALSE,10:23:36,20:02:25,-6.4,2.42,FALSE,FALSE,M03,192.168.1.20
E0063,3/6/2025,TRUE,FALSE,10:26:04,19:36:00,-3.93,-24,FALSE,TRUE,M01,192.168.1.10
E0064,3/6/2025,TRUE,FALSE,10:28:09,19:41:59,-1.85,-18.02,FALSE,TRUE,M01,192.168.1.10
E0065,3/6/2025,TRUE,FALSE,10:31:46,19:40:15,1.77,-19.75,TRUE,TRUE,M02,192.168.1.15
E0066,3/6/2025,TRUE,FALSE,10:30:04,19:40:52,0.07,-19.13,TRUE,TRUE,M01,192.168.1.10
E0067,3/6/2025,TRUE,FALSE,10:28:45,19:44:21,-1.25,-15.65,FALSE,TRUE,M03,192.168.1.20
E0068,3/6/2025,TRUE,FALSE,10:42:03,20:00:49,12.05,0.82,TRUE,FALSE,M03,192.168.1.20
E0069,3/6/2025,TRUE,FALSE,10:25:45,20:05:59,-4.25,5.98,FALSE,FALSE,M01,192.168.1.10
E0070,3/6/2025,TRUE,FALSE,10:19:01,19:59:30,-10.98,-0.5,FALSE,TRUE,M03,192.168.1.20
E0071,3/6/2025,TRUE,FALSE,10:49:06,20:09:33,19.1,9.55,TRUE,FALSE,M03,192.168.1.20
E0072,3/6/2025,TRUE,FALSE,10:39:22,19:40:56,9.37,-19.07,TRUE,TRUE,M02,192.168.1.15
E0073,3/6/2025,TRUE,FALSE,10:15:21,20:05:15,-14.65,5.25,FALSE,FALSE,M02,192.168.1.15
E0074,3/6/2025,TRUE,FALSE,10:31:24,19:57:01,1.4,-2.98,TRUE,TRUE,M02,192.168.1.15
E0075,3/6/2025,TRUE,FALSE,10:34:15,19:54:41,4.25,-5.32,TRUE,TRUE,M01,192.168.1.10
E0076,3/6/2025,TRUE,FALSE,10:37:17,19:58:42,7.28,-1.3,TRUE,TRUE,M01,192.168.1.10
E0077,3/6/2025,TRUE,FALSE,10:13:30,20:11:47,-16.5,11.78,FALSE,FALSE,M01,192.168.1.10
E0078,3/6/2025,TRUE,FALSE,10:27:47,20:04:54,-2.22,4.9,FALSE,FALSE,M02,192.168.1.15
E0079,3/6/2025,TRUE,FALSE,10:22:37,19:55:12,-7.38,-4.8,FALSE,TRUE,M02,192.168.1.15
E0080,3/6/2025,TRUE,FALSE,10:35:53,19:32:43,5.88,-27.28,TRUE,TRUE,M01,192.168.1.10
E0081,3/6/2025,FALSE,,,,,,,,,
E0082,3/6/2025,FALSE,,,,,,,,,
E0083,3/6/2025,TRUE,FALSE,10:32:47,19:52:34,2.78,-7.43,TRUE,TRUE,M03,192.168.1.20
E0084,3/6/2025,TRUE,FALSE,10:29:53,20:01:21,-0.12,1.35,FALSE,FALSE,M02,192.168.1.15
E0085,3/6/2025,FALSE,,,,,,,,,
E0086,3/6/2025,TRUE,FALSE,10:33:41,19:34:48,3.68,-25.2,TRUE,TRUE,M03,192.168.1.20
E0087,3/6/2025,TRUE,FALSE,10:37:58,19:59:48,7.97,-0.2,TRUE,TRUE,M01,192.168.1.10
E0088,3/6/2025,TRUE,FALSE,10:31:29,19:55:20,1.48,-4.67,TRUE,TRUE,M02,192.168.1.15
E0089,3/6/2025,TRUE,FALSE,10:33:51,20:02:34,3.85,2.57,TRUE,FALSE,M01,192.168.1.10
E0090,3/6/2025,TRUE,FALSE,10:20:14,20:01:08,-9.77,1.13,FALSE,FALSE,M01,192.168.1.10
E0091,3/6/2025,TRUE,FALSE,10:32:26,19:37:54,2.43,-22.1,TRUE,TRUE,M01,192.168.1.10
E0092,3/6/2025,TRUE,FALSE,10:35:01,20:01:08,5.02,1.13,TRUE,FALSE,M03,192.168.1.20
E0093,3/6/2025,TRUE,FALSE,10:30:53,19:54:39,0.88,-5.35,TRUE,TRUE,M01,192.168.1.10
E0094,3/6/2025,TRUE,FALSE,10:39:09,19:57:07,9.15,-2.88,TRUE,TRUE,M02,192.168.1.15
E0095,3/6/2025,TRUE,FALSE,10:24:29,20:11:25,-5.52,11.42,FALSE,FALSE,M03,192.168.1.20
E0096,3/6/2025,TRUE,FALSE,10:18:13,20:10:37,-11.78,10.62,FALSE,FALSE,M03,192.168.1.20
E0097,3/6/2025,TRUE,FALSE,10:14:46,20:08:56,-15.23,8.93,FALSE,FALSE,M03,192.168.1.20
E0098,3/6/2025,TRUE,FALSE,10:38:13,19:57:01,8.22,-2.98,TRUE,TRUE,M01,192.168.1.10
E0099,3/6/2025,TRUE,FALSE,10:30:14,19:59:33,0.23,-0.45,TRUE,TRUE,M03,192.168.1.20
E0100,3/6/2025,TRUE,FALSE,10:43:27,20:22:07,13.45,22.12,TRUE,FALSE,M02,192.168.1.15
E0001,3/7/2025,TRUE,FALSE,10:39:03,20:04:39,9.05,4.65,TRUE,FALSE,M01,192.168.1.10
E0002,3/7/2025,TRUE,FALSE,10:20:27,20:02:22,-9.55,2.37,FALSE,FALSE,M02,192.168.1.15
E0003,3/7/2025,FALSE,,,,,,,,,
E0004,3/7/2025,TRUE,FALSE,10:24:38,20:05:53,-5.37,5.88,FALSE,FALSE,M03,192.168.1.20
E0005,3/7/2025,TRUE,FALSE,10:33:00,19:48:00,3,-12,TRUE,TRUE,M03,192.168.1.20
E0006,3/7/2025,FALSE,,,,,,,,,
E0007,3/7/2025,TRUE,FALSE,10:25:51,19:50:07,-4.15,-9.88,FALSE,TRUE,M01,192.168.1.10
E0008,3/7/2025,TRUE,FALSE,10:20:12,20:06:21,-9.8,6.35,FALSE,FALSE,M01,192.168.1.10
E0009,3/7/2025,TRUE,FALSE,10:20:34,20:11:32,-9.43,11.53,FALSE,FALSE,M02,192.168.1.15
E0010,3/7/2025,FALSE,,,,,,,,,
E0011,3/7/2025,TRUE,FALSE,10:34:23,19:46:18,4.38,-13.7,TRUE,TRUE,M02,192.168.1.15
E0012,3/7/2025,TRUE,FALSE,10:31:43,20:05:14,1.72,5.23,TRUE,FALSE,M01,192.168.1.10
E0013,3/7/2025,TRUE,FALSE,10:45:49,20:11:39,15.82,11.65,TRUE,FALSE,M01,192.168.1.10
E0014,3/7/2025,TRUE,FALSE,10:20:23,20:05:20,-9.62,5.33,FALSE,FALSE,M02,192.168.1.15
E0015,3/7/2025,TRUE,FALSE,10:23:28,20:05:41,-6.53,5.68,FALSE,FALSE,M02,192.168.1.15
E0016,3/7/2025,TRUE,FALSE,10:28:39,19:56:47,-1.35,-3.22,FALSE,TRUE,M02,192.168.1.15
E0017,3/7/2025,TRUE,FALSE,10:36:38,20:26:41,6.63,26.68,TRUE,FALSE,M01,192.168.1.10
E0018,3/7/2025,TRUE,FALSE,10:31:31,19:40:19,1.52,-19.68,TRUE,TRUE,M03,192.168.1.20
E0019,3/7/2025,TRUE,FALSE,10:27:29,19:33:47,-2.52,-26.22,FALSE,TRUE,M02,192.168.1.15
